,tournament,elitism,elitism limit,mutation,crossing over,3-mer diversity,5-mer diversity,lowest pairwise distance,final pairwise distance,best fitness,best fitness generation,fitness slope,3-mer slope,5-mer slope,pairwise slope
108,4,1,5,0.05,0.95,51,94,4.079710144927536,7.300395256916996,-568.0750586467265,9,0.18152266611312498,-5.575187969924813,-3.707518796992481,-0.3407574172585614
109,4,1,5,0.1,0.9,50,90,5.177865612648222,6.386666666666667,-586.8599233665152,13,-1.432385138992048,-3.912781954887218,-2.1278195488721803,-0.23563893358466748
110,4,1,5,0.15,0.85,69,95,4.434782608695652,6.386666666666667,-578.3745742238152,3,0.12957149274688312,-4.918796992481203,-3.856390977443609,-0.34369369357895013
111,4,1,5,0.2,0.8,80,106,6.142857142857143,9.943333333333333,-593.889900764441,4,-2.0838858197437387,-3.3345864661654137,-2.236842105263158,-0.1584065131773533
112,4,1,5,0.25,0.75,52,63,5.596666666666667,5.723333333333334,-593.4675894076048,3,-0.22043026194869536,-4.771428571428571,-2.83609022556391,-0.22484365062854764
113,4,1,5,0.3,0.7,54,39,3.7133333333333334,5.08421052631579,-594.6547605079058,5,3.8805848223402957,-5.8654135338345865,-6.2285714285714295,-0.4543719957714728
114,4,1,20,0.05,0.95,73,102,4.983333333333333,8.39,-579.1432008315165,1,1.67367793174393,-4.3654135338345865,-2.481203007518797,-0.24167102538956084
115,4,1,20,0.1,0.9,63,87,4.699604743083004,4.99,-591.3350240643513,17,1.4049708819507791,-4.810526315789474,-3.828571428571428,-0.41775299909853686
116,4,1,20,0.15,0.85,80,112,6.073333333333333,8.423333333333334,-576.5720601002428,18,-0.9208014537363741,-3.0977443609022557,-0.9842105263157895,0.015665950590762614
117,4,1,20,0.2,0.8,71,86,4.380434782608695,5.586666666666667,-579.358273931315,0,-2.3284072952001513,-5.323308270676692,-2.786466165413534,-0.16966396227723451
118,4,1,20,0.25,0.75,55,40,4.134057971014493,4.134057971014493,-595.1498655436184,8,0.8261449115637539,-5.4563909774436095,-4.890977443609023,-0.353617618297579
119,4,1,20,0.3,0.7,73,86,5.036231884057971,6.696666666666666,-595.6512007640515,0,3.880099489936183,-5.877443609022556,-4.680451127819549,-0.3771393390308069
120,4,2,2,0.05,0.95,33,34,3.668421052631579,3.8857142857142857,-562.9136096845868,11,0.9149457737589799,-5.328571428571429,-5.087969924812031,-0.37783723737707664
121,4,2,2,0.1,0.9,46,56,4.355072463768116,5.3438735177865615,-586.9851864271961,16,0.7469468155038386,-4.830075187969926,-3.6165413533834587,-0.30177078778255634
122,4,2,2,0.15,0.85,64,46,3.7549407114624507,4.433333333333334,-607.4343179283187,10,0.848518009346606,-3.235338345864662,-3.3000000000000003,-0.28775138438982834
123,4,2,2,0.2,0.8,63,59,4.199134199134199,4.601449275362318,-594.328264293577,6,0.7171360945890473,-4.557894736842106,-4.8578947368421055,-0.3924113190938951
124,4,2,2,0.25,0.75,69,87,5.036231884057971,9.316666666666666,-593.3286282745181,5,1.4113790171571692,-4.162406015037594,-3.1067669172932333,-0.22803585049580474
125,4,2,2,0.3,0.7,70,62,4.590579710144928,5.231884057971015,-602.123396120667,0,1.5147217164635902,-3.143609022556391,-2.302255639097744,-0.21498411047381297
126,4,2,3,0.05,0.95,39,65,3.699604743083004,4.513333333333334,-588.1154539524932,7,4.3613580215568515,-6.17218045112782,-4.357142857142857,-0.3930959003946909
127,4,2,3,0.1,0.9,59,66,4.4601449275362315,5.142857142857143,-592.7625697494309,13,0.7173215862937449,-3.664661654135339,-1.9030075187969926,-0.15866768275856208
128,4,2,3,0.15,0.85,49,61,3.9130434782608696,4.146245059288537,-588.1335294142119,9,0.688280058416602,-4.453383458646617,-3.425563909774436,-0.31418759915033206
129,4,2,3,0.2,0.8,58,61,3.964426877470356,5.695652173913044,-578.2163793160535,2,-1.0608650572760399,-4.483458646616541,-3.0962406015037596,-0.24108134023429695
130,4,2,3,0.25,0.75,64,79,4.202898550724638,6.576666666666667,-568.3686126911251,10,-0.579651175727689,-3.6030075187969928,-2.045112781954887,-0.11627661615925752
131,4,2,3,0.3,0.7,77,68,5.170289855072464,5.766666666666667,-584.0545882872242,2,4.44162139499038,-4.266165413533835,-3.7458646616541356,-0.2936744727431225
132,4,2,5,0.05,0.95,59,52,4.115942028985507,4.115942028985507,-599.2473289695512,19,1.8343945110605198,-4.762406015037595,-4.082706766917293,-0.375115179252479
133,4,2,5,0.1,0.9,67,69,3.72,6.5398550724637685,-582.6696149965916,1,1.0144496728182437,-5.163909774436091,-4.684210526315789,-0.40133661935754117
134,4,2,5,0.15,0.85,76,64,4.03030303030303,4.586956521739131,-596.3474535153006,4,1.1546119340951522,-4.264661654135339,-5.418045112781955,-0.4876216430404072
135,4,2,5,0.2,0.8,38,49,3.505928853754941,3.6466666666666665,-586.6775025969123,19,-0.21471279253230657,-6.025563909774437,-4.793984962406015,-0.39952573556986765
136,4,2,5,0.25,0.75,59,94,4.375494071146245,6.3533333333333335,-586.9769240090567,17,0.47130929077722633,-3.670676691729324,-1.6714285714285715,-0.2144922989812788
137,4,2,5,0.3,0.7,59,58,4.170289855072464,4.596666666666667,-597.0606765253143,1,1.0054955895360604,-3.887969924812029,-3.5977443609022557,-0.3117018279747931
138,4,2,20,0.05,0.95,52,79,4.590579710144928,6.976666666666667,-583.8703848413901,9,0.3159363976442308,-4.600751879699248,-1.9458646616541355,-0.13037025369748487
139,4,2,20,0.1,0.9,48,68,3.826839826839827,5.37,-575.6043427879242,1,1.1042472733031041,-5.690225563909775,-4.006015037593985,-0.3378028442082055
140,4,2,20,0.15,0.85,56,81,3.9960474308300395,5.38,-573.2338995267979,2,2.1026833729357333,-4.910526315789474,-3.8819548872180456,-0.32256609904207156
141,4,2,20,0.2,0.8,64,48,4.776666666666666,4.776666666666666,-588.0666869764215,8,2.462867036101535,-3.234586466165414,-3.2593984962406015,-0.19550723930096275
142,4,2,20,0.25,0.75,91,98,3.7318840579710146,8.306666666666667,-596.5058803993722,19,2.2628862637126286,-3.2609022556390985,-2.169172932330827,-0.1644636987726233
143,4,2,20,0.3,0.7,72,67,4.426666666666667,5.65,-576.4656204708839,16,-0.8878950376669289,-4.842105263157895,-4.075187969924812,-0.3068199691776023
144,5,1,2,0.05,0.95,43,69,4.5,6.486166007905139,-581.0971880323938,6,1.619916217991648,-4.113533834586466,-1.6849624060150379,-0.19015619541587778
145,5,1,2,0.1,0.9,54,72,5.166666666666667,5.525691699604743,-596.654478249864,9,-2.139292239535787,-3.4390977443609025,-2.3909774436090228,-0.2322784346524131
146,5,1,2,0.15,0.85,57,58,4.061594202898551,4.090579710144928,-595.0239724245644,13,0.30361553499140204,-4.117293233082706,-2.3789473684210525,-0.25944024206056865
147,5,1,2,0.2,0.8,77,86,5.233333333333333,8.196666666666667,-601.7828960265797,7,-0.20124613583859324,-3.810526315789474,-2.827067669172932,-0.2086755029867158
148,5,1,2,0.25,0.75,47,43,3.4935064935064934,3.8735177865612647,-594.0846171277061,16,-0.7057293433443474,-4.456390977443609,-4.273684210526316,-0.3078009592020707
149,5,1,2,0.3,0.7,57,38,3.813852813852814,4.08300395256917,-594.6256015327914,4,4.80104753897898,-4.0624060150375945,-4.383458646616543,-0.26897705868284494
150,5,1,3,0.05,0.95,62,95,4.680952380952381,9.007905138339922,-596.7968093071286,17,-0.09383253492000763,-4.9563909774436095,-3.015789473684211,-0.320333897986072
151,5,1,3,0.1,0.9,43,67,4.358695652173913,5.56,-609.1291729462431,14,3.229991574510694,-5.140601503759399,-3.0120300751879703,-0.26825835339336485
152,5,1,3,0.15,0.85,75,112,4.747619047619048,9.036666666666667,-598.062073839136,6,0.5831357595998501,-3.3563909774436094,-0.8721804511278194,-0.0912179870908213
153,5,1,3,0.2,0.8,78,99,4.38,7.373333333333333,-584.4086945995828,8,0.8043723230197347,-2.7278195488721804,-0.43759398496240604,-0.09168129669175759
154,5,1,3,0.25,0.75,82,109,6.105072463768116,8.856666666666667,-591.8540126121693,19,0.5701196683937424,-2.6676691729323303,-0.6060150375939852,-0.1195703587030818
155,5,1,3,0.3,0.7,55,53,4.067193675889328,4.869565217391305,-584.146773802184,2,2.471243877831597,-4.278947368421052,-3.506766917293233,-0.2587245287130871
156,5,1,5,0.05,0.95,60,111,5.329710144927536,10.706666666666667,-605.7977706484182,7,1.7471013372798916,-4.748872180451128,-2.1781954887218045,-0.19732765850255224
157,5,1,5,0.1,0.9,76,82,4.743333333333333,7.276666666666666,-592.7118217396536,2,0.26367816400425104,-3.253383458646617,-2.1526315789473687,-0.23088054268930375
158,5,1,5,0.15,0.85,61,55,4.051383399209486,4.445652173913044,-607.4074460421027,16,0.39859912397949887,-4.0812030075187975,-4.06390977443609,-0.3208983510367347
159,5,1,5,0.2,0.8,62,76,5.413333333333333,5.763333333333334,-578.8307743062691,12,1.0210290593587288,-4.838345864661654,-3.3203007518796994,-0.2765430459265046
160,5,1,5,0.25,0.75,60,44,3.552380952380952,4.584415584415584,-582.5103783017894,8,1.4286088019501575,-4.066165413533835,-4.3999999999999995,-0.3318313287453529
161,5,1,5,0.3,0.7,62,55,3.9960474308300395,5.021739130434782,-578.3225821659644,10,-1.1844475155870184,-3.9330827067669176,-3.2834586466165416,-0.24919018774557888
162,5,1,20,0.05,0.95,27,59,4.818840579710145,5.6521739130434785,-579.1686337341566,5,1.2580091854873534,-6.21203007518797,-4.227067669172933,-0.33163948408570837
163,5,1,20,0.1,0.9,67,115,3.5253623188405796,8.043333333333333,-585.7004598326249,8,-0.23002328182237736,-4.745112781954887,-2.154887218045113,-0.28996606139855563
164,5,1,20,0.15,0.85,66,106,5.97,5.97,-589.0913161341659,12,-1.2631963833979674,-3.7368421052631575,-1.1203007518796992,-0.16140722359257825
